,PLAYER_ID,LEAGUE_ID,Team_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203506,00,0,16,16,35.3,6.0,15.3,0.393,2.6,7.2,0.357,3.2,3.9,0.81,0.3,5.9,6.2,3.9,2.1,0.4,2.8,2.6,17.8
0,203482,00,0,48,2,17.4,2.9,6.0,0.483,0.9,2.6,0.347,1.3,1.7,0.75,0.8,2.7,3.5,1.6,0.6,0.6,1.1,2.5,7.9
0,1626224,00,0,14,0,4.4,0.4,1.3,0.333,0.1,0.5,0.143,0.1,0.3,0.25,0.1,0.4,0.5,0.2,0.2,0.0,0.0,0.4,1.0
0,1626162,00,0,18,1,18.5,2.4,6.1,0.404,0.8,2.7,0.306,1.3,1.6,0.821,0.6,2.3,2.8,0.4,0.9,0.4,0.7,3.0,7.0
0,101108,00,0,130,130,36.8,7.6,15.8,0.483,1.7,4.5,0.377,3.8,4.4,0.851,0.7,4.3,5.0,8.3,2.0,0.2,2.6,2.9,20.7
0,1626166,00,0,34,2,14.8,2.7,6.7,0.401,0.8,2.4,0.337,0.5,0.6,0.818,0.2,1.6,1.8,2.3,0.6,0.4,1.0,1.4,6.7
0,203901,00,0,2,2,6.5,0.0,2.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5
0,1627780,00,0,1,0,19.7,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,0.5,2.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,5.0
0,1629033,00,0,3,0,7.3,1.0,2.7,0.375,1.0,2.3,0.429,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7,0.0,0.3,0.0,3.0
0,203486,00,0,60,11,14.9,1.4,3.0,0.461,0.0,0.0,0.0,1.0,1.7,0.559,1.7,3.1,4.7,1.7,0.4,0.6,0.9,2.6,3.7
0,1627751,00,0,22,7,15.6,2.0,3.5,0.577,0.0,0.1,0.0,0.9,1.4,0.667,2.1,2.5,4.6,0.8,0.3,0.5,0.5,2.5,5.0
0,1629673,00,0,1,1,30.1,9.0,13.0,0.692,5.0,7.0,0.714,7.0,8.0,0.875,0.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,30.0
0,1629008,00,0,29,13,27.0,4.9,10.3,0.475,2.2,5.6,0.389,1.5,1.9,0.768,1.1,5.4,6.5,1.0,0.8,0.3,1.4,2.6,13.4
0,203490,00,0,32,18,29.6,3.8,7.7,0.486,0.9,2.7,0.322,1.4,2.0,0.719,1.3,4.9,6.1,1.7,1.3,0.5,0.6,1.6,9.8
0,1626171,00,0,27,2,18.9,3.3,7.1,0.469,1.0,2.6,0.371,0.7,1.1,0.69,1.5,4.0,5.5,0.8,0.7,0.4,0.6,1.6,8.4
0,204001,00,0,10,10,32.7,5.5,11.2,0.491,1.7,4.4,0.386,3.6,4.2,0.857,1.0,5.4,6.4,1.1,0.9,0.8,0.6,2.8,16.3
0,203939,00,0,14,1,10.1,1.3,2.4,0.529,0.0,0.1,0.0,0.8,1.2,0.647,1.3,1.3,2.6,0.9,0.3,0.1,0.1,1.1,3.4
0,1626181,00,0,73,14,18.2,2.9,6.5,0.447,1.1,2.8,0.382,1.1,1.4,0.814,0.3,1.7,2.0,1.0,0.6,0.2,0.7,1.7,8.0
0,1627752,00,0,7,6,28.4,4.4,8.3,0.534,0.7,2.4,0.294,0.7,0.9,0.833,1.0,3.9,4.9,1.1,0.3,0.1,1.1,1.3,10.3
0,1630202,00,0,6,0,12.6,1.2,3.0,0.389,0.7,1.8,0.364,0.3,0.3,1.0,0.3,1.3,1.7,2.0,0.3,0.0,0.5,0.7,3.3
0,1630193,00,0,5,0,15.4,2.0,6.6,0.303,0.8,2.2,0.364,1.0,1.4,0.714,0.0,1.4,1.4,1.0,0.6,0.0,1.2,1.6,5.8
0,203944,00,0,5,5,36.1,5.6,18.8,0.298,2.2,6.6,0.333,4.6,5.4,0.852,2.2,9.4,11.6,4.0,0.6,0.0,4.6,3.6,18.0
0,1629629,00,0,4,0,23.0,4.8,9.0,0.528,2.3,3.5,0.643,1.0,1.3,0.8,0.3,3.3,3.5,1.8,1.5,0.5,1.3,2.8,12.8
0,1630194,00,0,4,0,5.3,0.8,1.5,0.5,0.0,0.0,0.0,0.3,0.5,0.5,0.8,2.0,2.8,0.0,0.3,0.5,0.0,1.3,1.8
0,1629675,00,0,1,0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0
0,1626196,00,0,30,9,25.1,2.6,7.1,0.371,1.2,3.4,0.35,1.4,1.6,0.875,0.7,2.3,3.0,1.8,0.7,0.7,1.0,2.5,7.9
0,203085,00,0,56,15,22.2,2.8,6.9,0.409,1.2,3.3,0.353,0.9,1.2,0.727,0.3,1.8,2.1,1.5,0.5,0.2,0.9,2.4,7.7
0,1629130,00,0,26,25,27.8,3.7,8.3,0.442,3.1,7.4,0.417,1.7,1.9,0.878,0.2,2.5,2.7,1.6,0.7,0.2,0.8,3.1,12.0
0,200765,00,0,134,105,34.0,5.0,11.4,0.44,0.5,1.5,0.33,1.9,2.9,0.649,1.4,4.1,5.6,8.5,1.7,0.2,2.6,2.4,12.5
0,201565,00,0,51,44,38.4,8.5,20.0,0.427,1.3,4.1,0.324,3.9,4.7,0.845,1.1,3.3,4.4,6.5,1.0,0.5,3.3,2.0,22.4
0,203082,00,0,41,11,21.5,3.0,7.6,0.387,1.3,4.2,0.31,1.0,1.4,0.75,0.2,2.1,2.2,0.7,0.8,0.4,1.1,2.0,8.2
0,1626179,00,0,50,19,24.7,3.4,8.6,0.393,1.5,4.6,0.335,1.5,1.9,0.809,0.5,3.5,4.0,3.3,0.8,0.3,0.9,1.6,9.8
0,201937,00,0,11,11,31.7,5.1,13.2,0.386,1.3,4.7,0.269,3.2,3.9,0.814,0.7,4.7,5.5,7.7,1.8,0.4,3.0,2.5,14.6
0,1626156,00,0,6,6,29.5,6.5,19.0,0.342,2.2,6.7,0.325,2.7,3.0,0.889,0.3,3.2,3.5,4.5,1.3,0.2,2.7,2.5,17.8
0,1627734,00,0,13,0,20.6,3.7,7.2,0.511,0.2,0.9,0.167,2.1,2.8,0.75,1.6,3.2,4.8,1.6,0.4,0.3,0.9,2.9,9.6
0,203967,00,0,24,10,19.8,3.3,7.7,0.432,1.2,2.9,0.4,2.0,2.3,0.87,1.7,2.8,4.5,2.0,0.5,0.2,0.9,2.0,9.8
0,203107,00,0,16,0,6.0,0.3,1.2,0.263,0.0,0.2,0.0,0.3,0.6,0.556,0.4,0.5,0.9,0.6,0.1,0.0,0.3,0.5,0.9
0,203471,00,0,52,12,24.5,4.8,11.4,0.424,1.3,3.9,0.323,2.3,2.8,0.823,0.4,2.0,2.4,3.9,0.6,0.1,1.8,2.1,13.3
0,1630206,00,0,6,0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
0,1629013,00,0,31,10,20.1,1.8,4.5,0.399,1.1,3.2,0.354,0.6,0.7,0.864,0.1,1.6,1.8,1.1,0.5,0.1,0.8,1.7,5.3
0,1627783,00,0,48,36,32.0,6.0,13.0,0.457,0.9,3.4,0.264,2.4,3.3,0.741,1.4,4.8,6.2,2.6,0.8,0.6,1.3,2.8,15.3
0,1627732,00,0,34,34,35.1,5.6,9.9,0.571,0.0,0.1,0.0,2.6,5.0,0.52,1.9,6.1,8.0,7.5,1.4,0.9,3.0,3.5,13.9
0,1629014,00,0,15,0,13.4,1.5,3.9,0.379,1.1,2.3,0.5,0.6,0.7,0.818,0.3,1.5,1.8,1.0,0.6,0.1,0.3,1.0,4.7
0,203935,00,0,68,33,31.9,3.6,9.7,0.375,1.8,5.5,0.323,2.4,3.2,0.739,1.0,3.4,4.4,4.5,1.4,0.6,2.3,2.9,11.4
0,202397,00,0,19,0,11.5,1.5,4.5,0.329,0.2,0.7,0.214,0.2,0.2,0.75,0.1,1.5,1.6,1.7,0.6,0.2,0.6,1.1,3.3
0,1630188,00,0,6,0,2.9,0.3,0.7,0.5,0.2,0.2,1.0,0.0,0.0,0.0,0.3,0.5,0.8,0.2,0.0,0.0,0.2,0.3,0.8
0,203503,00,0,47,8,12.7,1.1,3.0,0.35,0.7,2.1,0.33,0.1,0.1,1.0,0.1,1.1,1.2,0.5,0.2,0.2,0.3,1.1,2.9
0,202362,00,0,57,38,30.6,4.4,9.8,0.448,1.1,3.2,0.33,1.2,1.9,0.67,0.8,4.9,5.6,3.2,0.8,0.1,1.8,2.5,11.1
0,1629622,00,0,3,1,10.3,1.0,3.0,0.333,0.3,1.7,0.2,0.7,1.0,0.667,0.0,0.7,0.7,0.3,0.7,0.3,0.0,1.0,3.0
0,1628369,00,0,51,51,37.2,7.3,16.4,0.446,1.9,5.3,0.358,5.2,6.3,0.831,0.8,5.9,6.8,3.6,1.1,0.9,2.5,2.6,21.7
0,202066,00,0,30,4,8.3,0.8,2.4,0.338,0.4,1.7,0.24,0.6,0.8,0.72,0.1,0.7,0.8,0.4,0.3,0.1,0.5,1.0,2.6
0,1628464,00,0,25,18,21.8,2.7,5.5,0.489,0.2,1.2,0.133,1.2,1.5,0.811,1.6,3.9,5.5,1.0,0.3,0.9,0.7,3.0,6.7
0,202738,00,0,25,21,34.4,7.0,17.4,0.406,2.1,6.9,0.302,6.4,7.6,0.842,0.3,2.8,3.1,6.3,0.8,0.3,3.1,2.5,22.6
0,1629744,00,0,13,0,7.0,1.0,1.8,0.565,0.4,0.9,0.417,0.0,0.0,0.0,0.1,1.1,1.2,0.5,0.1,0.1,0.1,0.5,2.4
0,202691,00,0,124,124,37.1,7.2,16.2,0.442,3.1,7.3,0.416,1.9,2.2,0.841,0.6,3.4,3.9,2.2,1.0,0.5,1.8,2.7,19.3
0,202684,00,0,84,70,29.4,2.9,5.2,0.566,0.0,0.0,0.0,1.9,3.1,0.625,3.8,4.8,8.5,0.8,0.3,0.8,0.8,2.1,7.8
0,1629680,00,0,17,2,18.5,1.7,3.5,0.483,0.8,2.3,0.333,0.1,0.3,0.4,0.3,1.2,1.5,0.3,1.2,0.7,0.2,2.2,4.3
0,1630214,00,0,3,0,5.9,0.3,1.7,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.7,1.0,0.3,0.3,0.0,0.3,0.7,0.7
0,1630167,00,0,5,0,13.1,2.4,4.6,0.522,0.6,1.8,0.333,1.0,1.2,0.833,0.8,1.8,2.6,0.4,0.0,0.2,0.6,1.2,6.4
0,1629308,00,0,1,0,3.6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
0,1626157,00,0,6,6,35.4,6.5,13.0,0.5,0.8,2.7,0.313,3.7,4.7,0.786,3.2,10.2,13.3,2.3,0.3,1.0,2.5,2.8,17.5
0,1629018,00,0,6,2,29.9,3.0,9.3,0.321,2.0,5.2,0.387,1.5,1.8,0.818,0.8,1.5,2.3,0.5,0.7,0.2,1.0,3.0,9.5
0,200782,00,0,74,61,32.0,2.6,5.9,0.431,1.6,3.9,0.407,0.5,0.7,0.736,1.7,4.4,6.1,1.3,1.0,0.4,0.7,3.2,7.2
0,1629730,00,0,3,0,4.3,0.7,1.7,0.4,0.3,1.0,0.333,0.3,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,2.0
0,1626167,00,0,26,23,30.7,4.8,9.5,0.5,0.6,1.9,0.306,1.6,2.5,0.631,1.7,5.1,6.8,0.7,0.5,2.1,1.6,3.5,11.7
0,202685,00,0,49,42,26.4,5.3,9.7,0.549,0.1,0.3,0.267,2.3,3.1,0.753,3.0,6.8,9.8,0.9,0.4,0.9,1.7,2.6,13.0
0,1627832,00,0,49,13,24.5,3.4,8.5,0.401,1.9,5.1,0.383,1.1,1.3,0.813,0.2,1.8,2.0,3.3,0.8,0.3,1.0,1.9,9.8
0,1629020,00,0,4,1,5.8,0.3,0.8,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.8,0.3,0.0,0.3,0.3,0.5,0.5
0,1629216,00,0,5,0,9.9,1.0,2.2,0.455,0.6,1.8,0.333,0.0,0.0,0.0,0.2,0.6,0.8,1.8,0.0,0.2,0.4,0.8,2.6
0,202696,00,0,12,11,31.1,7.2,16.4,0.437,1.9,5.6,0.343,2.2,2.7,0.813,2.2,7.3,9.4,3.2,0.6,0.8,2.4,2.3,18.4
0,202689,00,0,31,31,36.5,6.7,16.3,0.412,2.2,6.8,0.324,4.0,4.6,0.868,0.3,3.5,3.8,4.8,1.1,0.5,2.2,2.2,19.6
0,1629022,00,0,6,0,3.5,0.5,1.3,0.375,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.0,1.0
0,202322,00,0,37,37,38.7,7.7,18.4,0.419,0.9,3.5,0.267,5.5,6.7,0.822,0.5,3.8,4.3,9.8,1.7,1.1,3.9,2.3,21.9
0,203933,00,0,4,4,39.1,8.0,17.0,0.471,1.8,4.8,0.368,2.3,2.3,1.0,1.3,5.0,6.3,3.0,2.3,0.3,2.8,4.0,20.0
0,1629139,00,0,1,0,5.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0,201566,00,0,111,111,37.6,8.5,20.9,0.408,1.4,4.7,0.296,6.1,7.4,0.827,1.9,5.3,7.2,7.9,1.8,0.3,4.0,2.9,24.6
0,1629632,00,0,1,0,22.9,5.0,10.0,0.5,2.0,6.0,0.333,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,12.0
0,1628401,00,0,11,7,21.5,4.3,8.1,0.528,0.6,2.1,0.304,1.7,2.4,0.731,0.1,2.1,2.2,2.4,0.8,0.6,1.5,1.7,10.9
0,202355,00,0,21,18,23.2,3.3,5.5,0.609,0.0,0.0,1.0,2.0,3.5,0.575,2.2,6.5,8.7,0.3,0.4,2.1,1.5,3.3,8.7
0,203952,00,0,6,6,32.3,6.0,13.2,0.456,1.3,3.8,0.348,2.5,4.0,0.625,1.0,4.8,5.8,2.0,0.5,0.3,1.7,2.7,15.8
0,1629684,00,0,23,0,10.8,1.0,2.0,0.533,0.5,1.1,0.48,0.5,0.7,0.733,0.4,1.2,1.7,0.5,0.1,0.4,0.2,1.9,3.1
0,101150,00,0,89,2,23.3,4.0,9.9,0.4,0.8,3.0,0.276,2.6,3.2,0.82,0.4,1.9,2.2,2.8,0.8,0.1,1.5,1.4,11.4
0,1630172,00,0,1,1,23.2,1.0,3.0,0.333,0.0,2.0,0.0,3.0,4.0,0.75,0.0,3.0,3.0,0.0,2.0,0.0,1.0,3.0,5.0
0,1630533,00,0,1,0,9.8,2.0,4.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
0,1629057,00,0,19,0,10.9,1.7,2.5,0.702,0.0,0.1,0.0,0.3,0.5,0.5,1.6,2.2,3.8,0.6,0.2,0.8,0.4,1.4,3.7
0,1626159,00,0,19,2,24.1,2.5,6.1,0.405,0.6,1.9,0.324,1.7,2.5,0.702,1.3,3.8,5.1,1.2,0.6,0.4,1.1,2.7,7.3
0,1630216,00,0,1,0,5.5,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0
0,1626153,00,0,33,0,12.8,1.5,3.4,0.459,0.4,1.0,0.382,0.9,1.2,0.756,0.3,1.0,1.3,1.6,0.9,0.3,0.7,0.5,4.4
0,201152,00,0,52,33,28.8,4.3,9.2,0.466,0.2,0.8,0.262,1.3,2.0,0.619,2.6,3.4,6.0,1.6,1.2,0.4,1.3,2.3,10.0
0,1629027,00,0,17,17,37.2,8.9,21.8,0.407,2.6,8.9,0.298,7.2,8.3,0.865,0.5,2.5,3.0,9.2,1.3,0.0,4.1,2.1,27.6
0,1630209,00,0,1,0,5.0,2.0,3.0,0.667,0.0,1.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
0,1627826,00,0,34,23,19.4,2.6,4.5,0.569,0.0,0.0,0.0,2.1,2.6,0.798,2.5,3.8,6.3,0.5,0.2,0.7,0.9,2.1,7.2
